id,name_en,qid,matched_label,match_flag,ko,ja,zh,de,fr,es,vi
642,Michigan Technological University,Q12432,Michigan Technological University,ok,미시간 공과대학교,ミシガン工科大学,密西根理工大學,Michigan Technological University,Michigan Technological University,Michigan Technological University,
658,Mississippi State University,Q1939211,Mississippi State University,ok,미시시피 주립 대학교,ミシシッピ州立大学,密西西比州立大学,Mississippi State University,Université d'État du Mississippi,Universidad del Estado de Misisipi,Đại học Tiểu bang Mississippi
661,Missouri University of Science and Technology,Q4380853,Missouri University of Science and Technology,ok,미주리 과학기술 대학교,ミズーリ工科大学,密蘇里科技大學,Missouri University of Science and Technology,Université du Missouri-Columbia de science et technologie,,
700,New York University,Q49210,New York University,ok,뉴욕 대학교,ニューヨーク大学,纽约大学,New York University,Université de New York,Universidad de Nueva York,Đại học New York
708,North Carolina State University,Q1132346,North Carolina State University,ok,노스캐롤라이나 주립 대학교,ノースカロライナ州立大学,北卡罗来纳州立大学,North Carolina State University,Université d'État de la Caroline du Nord,Universidad Estatal de Carolina del Norte,Đại học Tiểu bang Bắc Carolina
715,Northern Arizona University,Q139901,Northern Arizona University,ok,,北アリゾナ大学,北亞利桑那大學,Northern Arizona University,Université du Nord de l'Arizona,Universidad del Norte de Arizona,
724,Northwestern University,Q309350,Northwestern University,ok,노스웨스턴 대학교,ノースウェスタン大学,西北大學,Northwestern University,Université Northwestern,Universidad del Noroeste,Đại học Northwestern
736,Ohio University,Q1075339,Ohio University,ok,오하이오 대학교,オハイオ大学,俄亥俄大学,Ohio University,Université de l'Ohio,Universidad de Ohio,Đại học Ohio
740,Oklahoma State University,Q749718,Oklahoma State University,ok,오클라호마 주립 대학교,オクラホマ州立大学,奧克拉荷馬州立大學,Oklahoma State University – Stillwater,Université d'État de l'Oklahoma,,Đại học Tiểu bang Oklahoma
747,Oregon State University,Q861888,Oregon State University,ok,오리건 주립 대학교,オレゴン州立大学,俄勒岡州立大學,,Université d'État de l'Oregon,Universidad Estatal de Oregón,Đại học Tiểu bang Oregon
760,Pennsylvania State University,Q739627,Pennsylvania State University,ok,펜실베이니아 주립 대학교,ペンシルベニア州立大学,宾夕法尼亚州立大学,Pennsylvania State University,Université d'État de Pennsylvanie,Universidad Estatal de Pensilvania,Đại học Tiểu bang Pennsylvania
777,Portland State University,Q1771717,Portland State University,ok,포틀랜드 주립 대학교,ポートランド州立大学,波特蘭州立大學,Portland State University,Université d'État de Portland,Universidad Estatal de Portland,
782,Princeton University,Q21578,Princeton University,ok,프린스턴 대학교,プリンストン大学,普林斯顿大学,Princeton University,Université de Princeton,Universidad de Princeton,Đại học Princeton
786,Purdue University,Q217741,Purdue University,ok,퍼듀 대학교,パデュー大学,普渡大學,Purdue University,Université Purdue,Universidad Purdue,Đại học Purdue
798,Rensselaer Polytechnic Institute,Q49211,Rensselaer Polytechnic Institute,ok,렌셀러 폴리테크닉 대학교,レンセラー工科大学,伦斯勒理工学院,Rensselaer Polytechnic Institute,Institut polytechnique Rensselaer,Instituto Politécnico Rensselaer,học viện Bách khoa Rensselaer
801,Rice University,Q842909,Rice University,ok,라이스 대학교,ライス大学,萊斯大學,Rice University,Université Rice,Universidad Rice,Đại học Rice
808,Rochester Institute of Technology,Q2140778,Rochester Institute of Technology,ok,로체스터 공과대학교,ロチェスター工科大学,罗切斯特理工学院,Rochester Institute of Technology,Institut de technologie de Rochester,Instituto de Tecnología de Rochester,Học viện Công nghệ Rochester
843,San Diego State University,Q913861,San Diego State University,ok,샌디에이고 주립 대학교,サン・ディエゴ州立大学,圣地亚哥州立大学,San Diego State University,université d'État de San Diego,Universidad Estatal de San Diego,Đại học Tiểu bang San Diego
851,Seattle University,Q615873,Seattle University,ok,시애틀 대학교,シアトル大学,西雅图大学,Seattle University,Université de Seattle,Universidad de Seattle,
864,Smith College,Q49204,Smith College,ok,스미스 대학교,スミス大学,史密斯學院,Smith College,Smith College,Smith College,Học viện Smith
875,Southern Methodist University,Q1536258,Southern Methodist University,ok,서던메소디스트 대학교,南メソジスト大学,南美以美大學,Southern Methodist University,Université méthodiste du Sud,Universidad Metodista del Sur,
894,Stanford University,Q41506,Stanford University,ok,스탠퍼드 대학교,スタンフォード大学,史丹佛大學,Stanford University,Université Stanford,Universidad Stanford,Đại học Stanford
919,Stevens Institute of Technology,Q657222,Stevens Institute of Technology,ok,스티븐스 공과대학교,スティーブンス工科大学,斯蒂文斯理工学院,Stevens Institute of Technology,Institut de technologie Stevens,Instituto de Tecnología Stevens,
936,Syracuse University,Q617433,Syracuse University,ok,시러큐스 대학교,シラキュース大学,雪城大學,Syracuse University,Université de Syracuse,Universidad de Siracusa,Đại học Syracuse
940,Temple University,Q1420239,Temple University,ok,템플 대학교,テンプル大学,天普大學,Temple University,Université Temple,Universidad de Temple,
952,Texas Tech University,Q1423756,Texas Tech University,ok,텍사스 공과대학교,テキサス工科大学,德克薩斯理工大學,Texas Tech University,Université Texas Tech,Universidad Tecnológica de Texas,
972,Tufts University,Q49120,Tufts University,ok,터프츠 대학교,タフツ大学,塔夫茨大學,Tufts University,Université Tufts,Universidad Tufts,Đại học Tufts
973,Tulane University,Q1193547,Tulane University,ok,툴레인 대학교,チュレーン大学,路易斯安那州杜兰大学,Tulane University,Université Tulane,Universidad Tulane de Luisiana,Đại học Tulane
1000,"University of California, Berkeley",Q168756,"University of California, Berkeley",ok,캘리포니아 대학교 버클리,カリフォルニア大学バークレー校,加州大學柏克萊分校,"University of California, Berkeley",Université de Californie à Berkeley,Universidad de California en Berkeley,Đại học California tại Berkeley
1001,"University of California, Davis",Q129421,"University of California, Davis",ok,캘리포니아 대학교 데이비스,カリフォルニア大学デービス校,戴維斯加利福尼亞大學,University of California in Davis,Université de Californie à Davis,Universidad de California en Davis,Đại học California tại Davis
1002,"University of California, Irvine",Q868421,"University of California, Irvine",ok,캘리포니아 대학교 어바인,カリフォルニア大学アーバイン校,爾灣加州大學,"University of California, Irvine",Université de Californie à Irvine,Universidad de California en Irvine,Đại học California tại Irvine
1003,"University of California, Los Angeles",Q174710,"University of California, Los Angeles",ok,캘리포니아 대학교 로스앤젤레스 캠퍼스,カリフォルニア大学ロサンゼルス校,加州大学洛杉矶分校,"University of California, Los Angeles",Université de Californie à Los Angeles,Universidad de California en Los Ángeles,Đại học California tại Los Angeles
1006,"University of California, Riverside",Q1075148,"University of California, Riverside",ok,캘리포니아 대학교 리버사이드,カリフォルニア大学リバーサイド校,加州大學河濱分校,"University of California, Riverside",Université de Californie à Riverside,Universidad de California en Riverside,Đại học California tại Riverside
1012,University of Central Florida,Q143451,University of Central Florida,ok,센트럴 플로리다 대학교,セントラルフロリダ大学,中佛罗里达大学,University of Central Florida,Université du Centre de la Floride,Universidad de Florida Central,Đại học Trung Florida
1016,University of Chicago,Q131252,University of Chicago,ok,시카고 대학교,シカゴ大学,芝加哥大学,University of Chicago,Université de Chicago,Universidad de Chicago,Đại học Chicago
1017,University of Cincinnati,Q153265,University of Cincinnati,ok,신시내티 대학교,シンシナティ大学,辛辛纳提大學,University of Cincinnati,Université de Cincinnati,Universidad de Cincinnati,Đại học Cincinnati
1022,University of Connecticut,Q49206,University of Connecticut,ok,코네티컷 대학교,コネチカット大学,康涅狄格大学,University of Connecticut,Université du Connecticut,Universidad de Connecticut,Đại học Connecticut
1025,University of Delaware,Q1068072,University of Delaware,ok,델라웨어 대학교,デラウェア大学,特拉华大学,University of Delaware,Université du Delaware,Universidad de Delaware,Đại học Delaware
1026,University of Denver,Q519427,University of Denver,ok,덴버 대학교,デンバー大学,丹佛大學,University of Denver,Université de Denver,Universidad de Denver,Đại học Denver
1030,University of Florida,Q501758,University of Florida,ok,플로리다 대학교,フロリダ大学,佛罗里达大学,University of Florida,Université de Floride,Universidad de la Florida,Đại học Florida
1033,University of Hartford,Q747053,University of Hartford,ok,하트퍼드 대학교,ハートフォード大学,哈特福德大學,University of Hartford,université de Hartford,Universidad de Hartford,
1037,University of Houston,Q1472358,University of Houston,ok,휴스턴 대학교,ヒューストン大学,休士頓大學,University of Houston,Université de Houston,Universidad de Houston,Đại học Houston
1041,University of Illinois Urbana-Champaign,Q457281,University of Illinois Urbana-Champaign,ok,일리노이 대학교 어배너-섐페인,イリノイ大学アーバナ・シャンペーン校,伊利诺伊大学厄巴纳-香槟分校,University of Illinois at Urbana-Champaign,Université de l'Illinois Urbana-Champaign,Universidad de Illinois en Urbana-Champaign,Đại học Illinois tại Urbana-Champaign
1043,University of Iowa,Q182973,University of Iowa,ok,아이오와 대학교,アイオワ大学,艾奥瓦大学,University of Iowa,Université de l'Iowa,Universidad de Iowa,Đại học Iowa
1045,University of Kansas,Q52413,University of Kansas,ok,캔자스 대학교,カンザス大学,堪萨斯大学,University of Kansas,Université du Kansas,Universidad de Kansas,Đại học Kansas
1047,University of Kentucky,Q1360303,University of Kentucky,ok,켄터키 대학교,ケンタッキー大学,肯塔基大学,University of Kentucky,Université du Kentucky,Universidad de Kentucky,Đại học Kentucky
1059,"University of Maryland, Baltimore County",Q735049,"University of Maryland, Baltimore County",ok,,メリーランド大学ボルティモア郡校,马里兰大学巴尔的摩县分校,"University of Maryland, Baltimore County","Université du Maryland, Comté de Baltimore","Universidad de Maryland, condado de Baltimore",Đại học Maryland tại Quận Baltimore
1060,"University of Maryland, College Park",Q503415,University of Maryland,ok,메릴랜드 대학교,メリーランド大学カレッジパーク校,马里兰大学科利奇帕克分校,"University of Maryland, College Park",Université du Maryland,Universidad de Maryland,Đại học Maryland
1067,University of Miami,Q738258,University of Miami,ok,마이애미 대학교,マイアミ大学,邁阿密大學,University of Miami,Université de Miami,Universidad de Miami,Đại học Miami
1074,University of Mississippi,Q1138384,University of Mississippi,ok,미시시피 대학교,ミシシッピ大学,密西西比大学,University of Mississippi,Université du Mississippi,Universidad de Misisipi,Đại học Mississippi
1086,University of New Hampshire,Q49207,University of New Hampshire,ok,뉴햄프셔 대학교,ニューハンプシャー大学,新罕布什尔大学,University of New Hampshire,Université du New Hampshire,Universidad de Nuevo Hampshire,Đại học New Hampshire
1088,University of New Mexico,Q1190812,University of New Mexico,ok,뉴멕시코 대학교,ニューメキシコ大学,新墨西哥大學,University of New Mexico,Université du Nouveau-Mexique,Universidad de Nuevo México,Đại học New Mexico
1091,University of North Carolina at Chapel Hill,Q192334,University of North Carolina at Chapel Hill,ok,노스캐롤라이나 대학교 채플힐,ノース・カロライナ大学チャペル・ヒル校,北卡羅來納大學教堂山校區,University of North Carolina at Chapel Hill,Université de Caroline du Nord à Chapel Hill,Universidad de Carolina del Norte en Chapel Hill,Đại học Bắc Carolina tại Chapel Hill
1092,University of North Carolina at Charlotte,Q1783178,University of North Carolina at Charlotte,ok,,ノースカロライナ大学シャーロット校,北卡羅來納大學夏洛特分校,University of North Carolina at Charlotte,université de Caroline du Nord à Charlotte,Universidad de Carolina del Norte en Charlotte,Đại học Bắc Carolina tại Charlotte
1099,University of North Texas,Q860527,University of North Texas,ok,노스 텍사스 대학교,北テキサス大学,北德克薩斯大學,University of North Texas,Université du Nord du Texas,Universidad del Norte de Texas,Đại học Bắc Texas
1101,University of Notre Dame,Q178848,University of Notre Dame,ok,노터데임 대학교,ノーター・デイム大学,聖母大學,University of Notre Dame,Université de Notre-Dame-du-Lac,Universidad de Notre Dame,Đại học Notre Dame
1102,University of Oklahoma,Q640652,University of Oklahoma,ok,오클라호마 대학교,オクラホマ大学,奧克拉荷馬大學,University of Oklahoma,Université de l'Oklahoma,Universidad de Oklahoma,Đại học Oklahoma
1103,University of Oregon,Q766145,University of Oregon,ok,오리건 대학교,オレゴン大学,俄勒岡大學,University of Oregon,Université de l'Oregon,Universidad de Oregón,Đại học Oregon
1104,University of Pennsylvania,Q49117,University of Pennsylvania,ok,펜실베이니아 대학교,ペンシルベニア大学,宾夕法尼亚大学,Universität von Pennsylvania,Université de Pennsylvanie,Universidad de Pensilvania,Đại học Pennsylvania
1106,University of Pittsburgh,Q235034,University of Pittsburgh,ok,피츠버그 대학교,ピッツバーグ大学,匹茲堡大學,University of Pittsburgh,Université de Pittsburgh,Universidad de Pittsburgh,Đại học Pittsburgh
1113,University of Rhode Island,Q1641788,University of Rhode Island,ok,로드아일랜드 대학교,ロードアイランド大学,羅德島大學,University of Rhode Island,Université de Rhode Island,Universidad de Rhode Island,Đại học Rhode Island
1115,University of Rochester,Q149990,University of Rochester,ok,로체스터 대학교,ロチェスター大学,羅徹斯特大學,Universität Rochester,Université de Rochester,Universidad de Rochester,Đại học Rochester
1118,University of San Diego,Q262663,University of San Diego,ok,샌디에이고 대학교,サンディエゴ大学,聖迭戈大學,University of San Diego,Université de San Diego,Universidad de San Diego,
1119,University of San Francisco,Q1887879,University of San Francisco,ok,샌프란시스코 대학교,サンフランシスコ大学,旧金山大学,University of San Francisco,Université de San Francisco,Universidad de San Francisco,
1124,University of South Carolina,Q1024426,University of South Carolina,ok,사우스캐롤라이나 대학교,サウスカロライナ大学,南卡羅來納大學,University of South Carolina,Université de Caroline du Sud,Universidad de Carolina del Sur,Đại học Nam Carolina
1128,University of Southern California,Q4614,University of Southern California,ok,서던캘리포니아 대학교,南カリフォルニア大学,南加州大学,University of Southern California,Université de Californie du Sud,Universidad del Sur de California,Đại học Nam California
1132,University of South Florida,Q500606,University of South Florida,ok,사우스플로리다 대학교,南フロリダ大学,南佛罗里达大学,University of South Florida,Université de Floride du Sud,Universidad del Sur de Florida,Đại học Nam Florida
1139,The University of Texas at Austin,Q49213,University of Texas at Austin,ok,텍사스 대학교 오스틴,テキサス大学オースティン校,德克薩斯州大學奧斯汀分校,University of Texas at Austin,Université du Texas à Austin,Universidad de Texas en Austin,Đại học Texas tại Austin
1153,University of the Pacific,Q630226,University of the Pacific,ok,퍼시픽 대학교,パシフィック大学,太平洋大学,University of the Pacific,Université du Pacifique,Universidad del Pacífico,"Đại học Thái Bình Dương, California"
1155,University of Tulsa,Q1848657,University of Tulsa,ok,,タルサ大学,陶沙大學,University of Tulsa,Université de Tulsa,Universidad de Tulsa,
1156,University of Utah,Q168515,University of Utah,ok,유타 대학교,ユタ大学,犹他大学,University of Utah,Université de l'Utah,Universidad de Utah,Đại học Utah
1157,University of Vermont,Q1048898,University of Vermont,ok,버몬트 대학교,バーモント大学,佛蒙特大學,University of Vermont,Université du Vermont,Universidad de Vermont,Đại học Vermont
1159,University of Washington,Q219563,University of Washington,ok,워싱턴 대학교,ワシントン大学,華盛頓大學,University of Washington,Université de Washington,Universidad de Washington,Đại học Washington
1176,University of Wyoming,Q1326975,University of Wyoming,ok,와이오밍 대학교,ワイオミング大学,怀俄明大学,University of Wyoming,Université du Wyoming,Universidad de Wyoming,Đại học Wyoming
1179,Utah State University,Q1052614,Utah State University,ok,유타 주립 대학교,ユタ州立大学,猶他州立大學,Utah State University,Université d'État de l'Utah,Universidad Estatal de Utah,Đại học Tiểu bang Utah
1185,Vanderbilt University,Q29052,Vanderbilt University,ok,밴더빌트 대학교,ヴァンダービルト大学,范德比尔特大学,Universität Vanderbilt,Université Vanderbilt,Universidad Vanderbilt,Đại học Vanderbilt
1190,Virginia Commonwealth University,Q2303536,Virginia Commonwealth University,ok,버지니아 커먼웰스 대학교,バージニア・コモンウェルス大学,維吉尼亞聯邦大學,Virginia Commonwealth University,Université du Commonwealth de Virginie,Universidad de la Mancomunidad de Virginia,Đại học Thịnh vượng chung Virginia
1198,Wake Forest University,Q392667,Wake Forest University,ok,웨이크포레스트 대학교,ウェイクフォレスト大学,威克森林大学,Wake Forest University,Université Wake Forest,Universidad de Wake Forest,
1199,Walden University,Q7961486,Walden University,ok,,ウォルデン大学,,,Walden University,,
1208,Washington State University,Q597236,Washington State University,ok,워싱턴 주립 대학교,ワシントン州立大学,華盛頓州立大學,Washington State University,Université d'État de Washington,Universidad Estatal de Washington,Đại học Tiểu bang Washington
1213,Wayne State University,Q349055,Wayne State University,ok,웨인 주립 대학교,ウェイン州立大学,韋恩州立大學,Wayne State University,Université de Wayne State,Universidad Estatal Wayne,
1228,Western Michigan University,Q1546191,Western Michigan University,ok,웨스턴 미시간 대학교,西ミシガン大学,西密歇根大学,Western Michigan University,Université de Western Michigan,Western Michigan University,
1243,West Virginia University,Q115376,West Virginia University,ok,웨스트버지니아 대학교,ウェストバージニア大学,西弗吉尼亞大學,West Virginia University,Université de Virginie-Occidentale,Universidad de Virginia Occidental,Đại học Tây Virginia
1252,Widener University,Q3443325,Widener University,ok,,ワイドナー大学,韋得納大學,Widener University,Université Widener,,
1269,Worcester Polytechnic Institute,Q195046,Worcester Polytechnic Institute,ok,우스터 폴리테크닉 대학,ウースター工科大学,伍斯特理工学院,Worcester Polytechnic Institute,Institut polytechnique de Worcester,Instituto Politécnico de Worcester,
1272,Yale University,Q49112,Yale University,ok,예일 대학교,イェール大学,耶魯大學,Yale University,Université Yale,Universidad Yale,Đại học Yale
1273,Yeshiva University,Q1048851,Yeshiva University,ok,예시바 대학교,イェシーバー大学,叶史瓦大学,Yeshiva University,Université Yeshiva,Universidad Yeshiva,
1384,Universidad Nacional de Mar del Plata,Q6979260,National University of Mar del Plata,ok,,,国立马德普拉塔大学,,,Universidad Nacional de Mar del Plata,
1386,Universidad del Salvador,Q3115667,University of the Salvador,ok,,サルバドール大学,萨尔瓦多大学,,Université del Salvador,Universidad del Salvador,
1391,Universidad de Belgrano,Q1789101,University of Belgrano,ok,벨그라노 대학교,ベルグラーノ大学,贝尔格拉诺大学,Universität Belgrano,Université de Belgrano,Universidad de Belgrano,Đại học Belgrano
1420,Universidad Nacional de Cuyo,Q1076209,Universidad Nacional de Cuyo,ok,쿠요 국립 대학교,クージョ国立大学,国立库约大学,Universidad Nacional de Cuyo,Université nationale de Cuyo,Universidad Nacional de Cuyo,
1433,Universidad Nacional del Litoral,Q265866,National University of the Littoral,check,,,聖菲濱海國立大學,Universidad Nacional del Litoral,Université nationale du Littoral,Universidad Nacional del Litoral,
1442,Universidad Nacional de Quilmes,Q6317522,National University of Quilmes,ok,,ナシオナル・デ・キルメス大学,基爾梅斯大學,,UNQ,Universidad Nacional de Quilmes,
1447,Universidad Nacional del Sur,Q5484518,Universidad Nacional del Sur,ok,,スール大学,,Universidad Nacional del Sur,,Universidad Nacional del Sur,
1450,Universidad Nacional de San Luis,Q9290218,National University of San Luis,ok,,,国立圣路易斯大学,,,Universidad Nacional de San Luis,
1454,Universidad Torcuato di Tella,Q1333933,Torcuato di Tella University,ok,토르쿠아토 디텔라 대학교,トルクァト・ディ・テラ大学,托尔夸托·迪泰拉大学,Universidad Torcuato Di Tella,université Torcuato Di Tella,Universidad Torcuato Di Tella,
1506,Australian Catholic University,Q781371,Australian Catholic University,ok,,オーストラリアカトリック大学,澳洲天主教大學,Australian Catholic University,Université catholique australienne,,
1511,Australian National University,Q127990,Australian National University,ok,오스트레일리아 국립 대학교,オーストラリア国立大学,澳大利亞國立大學,Australian National University,Université nationale australienne,Universidad Nacional Australiana,Đại học Quốc gia Úc
1514,Bond University,Q892188,Bond University,ok,본드 대학교,ボンド大学,邦德大學,Bond University,Université Bond,Universidad Bond,
1515,University of Canberra,Q1640648,University of Canberra,ok,캔버라 대학교,キャンベラ大学,堪培拉大学,University of Canberra,Université de Canberra,Universidad de Canberra,
1516,Charles Darwin University,Q1064071,Charles Darwin University,ok,,チャールズ・ダーウィン大学,查爾斯·達爾文大學,Charles Darwin University,Université Charles-Darwin,Universidad Charles Darwin,
1518,Charles Sturt University,Q1066188,Charles Sturt University,ok,찰스 스터트 대학교,チャールズ・スタート大学,查爾斯史都華大學,Charles Sturt University,Université Charles-Sturt,,
1519,Curtin University,Q1145497,Curtin University,ok,,カーティン大学,科廷大學,Curtin University,Université Curtin,Universidad John Curtin,Đại học Curtin
1520,Deakin University,Q1180978,Deakin University,ok,디킨 대학교,ディーキン大学,迪肯大學,Deakin University,Université Deakin,Universidad de Deakin,Đại học Deakin
1521,Edith Cowan University,Q1284960,Edith Cowan University,ok,,エディスコーワン大学,伊迪斯科文大学,Edith Cowan University,Université Edith-Cowan,Universidad Edith Cowan,
1523,Griffith University,Q1202292,Griffith University,ok,그리피스 대학교,グリフィス大学,格里菲斯大学,Griffith University,Université Griffith,Universidad Griffith,Đại học Griffith
1529,La Trobe University,Q1478723,La Trobe University,ok,,ラ・トローブ大学,乐卓博大学,La Trobe University,Université La Trobe,Universidad La Trobe,Đại học La Trobe
1531,Monash University,Q598841,Monash University,ok,모나시 대학교,モナシュ大学,蒙纳士大学,Monash University,Université Monash,Universidad de Monash,Đại học Monash
1532,Macquarie University,Q741082,Macquarie University,ok,맥쿼리 대학교,マッコーリー大学,麥覺理大學,Macquarie University,Université Macquarie,Universidad de Macquarie,Đại học Macquarie
1533,Murdoch University,Q1375146,Murdoch University,ok,머독 대학교,マードック大学,莫道克大學,Murdoch University,université Murdoch,,
1540,Southern Cross University,Q1278780,Southern Cross University,ok,,サザンクロス大学,南十字星大學,Southern Cross University,Université Southern Cross,,
1541,Swinburne University of Technology,Q787234,Swinburne University of Technology,ok,스윈번 공과대학교,スウィンバーン工科大学,斯威本科技大學,Swinburne University of Technology,Swinburne University of Technology,,Đại học Kỹ thuật Swinburne
1542,University of Melbourne,Q319078,University of Melbourne,ok,멜버른 대학교,メルボルン大学,墨尔本大学,Universität Melbourne,Université de Melbourne,Universidad de Melbourne,Đại học Melbourne
1543,University of South Australia,Q15576,University of South Australia,ok,사우스오스트레일리아 대학교,南オーストラリア大学,南澳大学,University of South Australia,Université d'Australie-Méridionale,University of South Australia,
1544,University of New South Wales,Q734764,University of New South Wales,ok,뉴사우스웨일스 대학교,ニューサウスウェールズ大学,新南威尔士大学,University of New South Wales,Université de Nouvelle-Galles du Sud,Universidad de Nueva Gales del Sur,Đại học New South Wales
1545,University of Wollongong,Q1350021,University of Wollongong,ok,울런공 대학교,ウーロンゴン大学,伍伦贡大学,University of Wollongong,Université de Wollongong,Universidad de Wollongong,Đại học Wollongong
1546,University of Queensland,Q866012,University of Queensland,ok,퀸즐랜드 대학교,クイーンズランド大学,昆士兰大学,University of Queensland,Université du Queensland,Universidad de Queensland,Đại học Queensland
1547,University of the Sunshine Coast,Q1423677,University of the Sunshine Coast,ok,,サンシャインコースト大学,陽光海岸大學,University of the Sunshine Coast,,,
1548,University of Southern Queensland,Q978124,University of Southern Queensland,ok,,サザンクイーンズランド大学,南昆士蘭大學,University of Southern Queensland,,,
1549,University of Sydney,Q487556,University of Sydney,ok,시드니 대학교,シドニー大学,雪梨大學,Universität Sydney,Université de Sydney,Universidad de Sídney,Đại học Sydney
1550,University of Tasmania,Q962011,University of Tasmania,ok,태즈메이니아 대학교,タスマニア大学,塔斯馬尼亞大學,University of Tasmania,Université de Tasmanie,Universidad de Tasmania,
1551,University of Technology Sydney,Q1145731,University of Technology Sydney,ok,시드니 과학기술대학교,シドニー工科大学,悉尼科技大学,"University of Technology, Sydney",Université technologique de Sydney,Universidad Tecnológica de Sídney,
1554,Victoria University,Q180514,Victoria University,ok,,ビクトリア大学,維多利亞大學,Victoria University,Université de Victoria,,
1588,Technische Universität Wien,Q689400,TU Wien,ok,빈 공과대학교,ウィーン工科大学,维也纳科技大学,Technische Universität Wien,université technique de Vienne,Universidad Técnica de Viena,Đại học Kỹ thuật Viên
1594,Universität Vienna,,not_found,,,,,,,,
1629,Western University,Q1144262,University of Western Ontario,ok,웨스턴온타리오 대학교,ウェスタンオンタリオ大学,西安大略大学,University of Western Ontario,Université Western Ontario,Universidad de Ontario Occidental,
1657,Bangladesh University of Engineering and Technology,Q506330,Bangladesh University of Engineering and Technology,ok,,バングラデシュ工科大学,孟加拉工程技术大学,Bangladesh University of Engineering and Technology,université d'ingénierie et de technologie du Bangladesh,,
1691,North South University,Q7056796,North South University,ok,,北南大学,,,,,
1692,Noakhali University of Science and Technology,,not_found,,,,,,,,
1704,Southeast University,Q3551770,Southeast University,ok,둥난대학,東南大学,东南大学,Universität Südostchinas,université du Sud-Est,,Đại học Đông Nam
1730,Belarusian State University,Q2418908,Belarusian State University,ok,,ベラルーシ国立大学,白俄罗斯国立大学,Belarussische Staatliche Universität,université d'État de Biélorussie,Universidad Estatal Bielorrusa,
1785,Hasselt University,Q1781858,Hasselt University,ok,,ハッセルト大学,哈瑟尔特大学,Universität Hasselt,Université de Hasselt,Universidad de Hasselt,
1846,University of Sarajevo,Q572286,University of Sarajevo,ok,사라예보 대학교,サラエヴォ大学,萨拉热窝大学,Universität Sarajevo,université de Sarajevo,Universidad de Sarajevo,
1866,Universidade Federal de São Paulo,Q4384447,Universidade Federal de São Paulo,ok,,サンパウロ連邦大学,,Universidade Federal de São Paulo,Université fédérale de São Paulo,Universidad Federal de São Paulo,
1888,Pontifícia Universidade Católica do Rio de Janeiro,Q1857293,Pontifical Catholic University of Rio de Janeiro,ok,리우데자네이루 가톨릭 대학교,リオデジャネイロ・カトリック大学,里约热内卢天主教大学,Päpstliche Katholische Universität von Rio de Janeiro,Université pontificale catholique de Rio de Janeiro,Pontificia Universidad Católica de Río de Janeiro,
1890,Pontifícia Universidade Católica de São Paulo,Q1815994,Pontifícia Universidade Católica de São Paulo,ok,상파울루 가톨릭 대학교,サンパウロ・カトリック大学,聖保羅天主教大學,Päpstliche Katholische Universität von São Paulo,Université pontificale catholique de São Paulo,Pontificia Universidad Católica de São Paulo,
1906,Universidade Estadual de Londrina,Q7894364,State University of Londrina,ok,,ロンドリーナ州立大学,,,,Universidad de Londrina,
1925,Universidade Federal de Goiás,Q7894375,Universidade Federal de Goiás,ok,고이아스주 연방대학교,ゴイアス連邦大学,戈亚斯州邦大学,Universidade Federal de Goiás,Université fédérale de Goiás,Universidad Federal de Goiás,
1930,Universidade Federal de Minas Gerais,Q132140,Federal University of Minas Gerais,ok,미나스제라이스 연방대학교,ミナス・ジェライス連邦大学,米纳斯吉拉斯联邦大学,Universidade Federal de Minas Gerais,Université fédérale du Minas Gerais,Universidad Federal de Minas Gerais,Universidade Federal de Minas Gerais
1939,Universidade Federal da Paraíba,Q5440479,,check,,,,,,,
1944,Universidade Federal do Rio Grande do Sul,Q766447,Federal University of Rio Grande do Sul,ok,,リオグランデ・ド・スル大学,南大河聯邦大學,Universidade Federal do Rio Grande do Sul,Université fédérale du Rio Grande do Sul,Universidad Federal de Río Grande del Sur,
1945,Universidade Federal do Rio de Janeiro,Q586904,Federal University of Rio de Janeiro,ok,리우데자네이루 연방 대학교,リオデジャネイロ連邦大学,里约热内卢联邦大学,Universidade Federal do Rio de Janeiro,Université fédérale de Rio de Janeiro,Universidad Federal de Río de Janeiro,Đại học Liên bang Rio de Janeiro
1951,Universidade Federal de Santa Catarina,Q1851075,Universidade Federal de Santa Catarina,ok,산타카타리나 연방대학교,サンタカタリーナ連邦大学,圣卡塔琳娜联邦大学,Universidade Federal de Santa Catarina,Université fédérale de Santa Catarina,Universidad Federal de Santa Catarina,
1952,Universidade Federal de Santa Maria,Q3790133,Universidade Federal de Santa Maria,ok,,,圣马利亚联邦大学,Universidade Federal de Santa Maria,,Universidad Federal de Santa María,
2021,Universidade de São Paulo,Q835960,University of São Paulo,ok,상파울루 대학교,サンパウロ大学,圣保罗大学,Universidade de São Paulo,Université de São Paulo,Universidad de São Paulo,Đại học São Paulo
2058,"Sofia University ""St. Kliment Ohridski""",Q841581,Sofia University,ok,소피아 대학교,ソフィア大学,索非亚大学,Universität Sofia,université Saint-Clément-d'Ohrid de Sofia,Universidad de Sofía,
2117,Brock University,Q923624,Brock University,ok,브록 대학교,ブロック大学,布洛克大學,Brock University,Université Brock,,
2121,Carleton University,Q1041737,Carleton University,ok,칼턴 대학교,カールトン大学,卡爾頓大學,Carleton University,Université Carleton,Universidad de Carleton,Đại học Carleton
