id,name_en,qid,matched_label,match_flag,ko,ja,zh,de,fr,es,vi
2128,Concordia University,Q326342,Concordia University,ok,콘코디아 대학교,コンコルディア大学,协和大学,Concordia University,Université Concordia,Universidad Concordia,
2133,Dalhousie University,Q579321,Dalhousie University,ok,달하우지 대학교,ダルハウジー大学,戴尔豪斯大学,Dalhousie University,Université Dalhousie,Universidad de Dalhousie,
2155,McGill University,Q201492,McGill University,ok,맥길 대학교,マギル大学,麦吉尔大学,McGill University,Université McGill,Universidad McGill,Đại học McGill
2156,McMaster University,Q632891,McMaster University,ok,맥마스터 대학교,マックマスター大学,麥馬士達大學,McMaster University,Université McMaster,Universidad McMaster,Đại học McMaster
2184,Simon Fraser University,Q201603,Simon Fraser University,ok,사이먼 프레이저 대학교,サイモン・フレーザー大学,西蒙·弗雷泽大学,Simon Fraser University,Université Simon Fraser,universidad Simon Fraser,Đại học Simon Fraser
2196,University of Alberta,Q640694,University of Alberta,ok,앨버타 대학교,アルバータ大学,阿尔伯塔大学,University of Alberta,Université de l'Alberta,universidad de Alberta,Đại học Alberta
2197,University of British Columbia,Q391028,University of British Columbia,ok,브리티시컬럼비아 대학교,ブリティッシュコロンビア大学,不列顛哥倫比亞大學,Universität von British Columbia,Université de la Colombie-Britannique,Universidad de Columbia Británica,Đại học British Columbia
2199,University of Calgary,Q1067471,University of Calgary,ok,캘거리 대학교,カルガリー大学,卡尔加里大学,University of Calgary,Université de Calgary,Universidad de Calgary,Đại học Calgary
2202,Memorial University of Newfoundland,Q1895354,Memorial University of Newfoundland,ok,뉴펀들랜드 메모리알 대학교,ニューファンドランドメモリアル大学,纽芬兰纪念大学,Memorial University of Newfoundland,université Memorial de Terre-Neuve,Memorial University of Newfoundland,
2204,Université Laval,Q1067935,Laval University,ok,라발 대학교,ラヴァル大学,拉瓦尔大学,Universität Laval,Université Laval,Universidad Laval de Quebec,Đại học Laval
2206,University of Manitoba,Q1191833,University of Manitoba,ok,매니토바 대학교,マニトバ大学,曼尼托巴大学,University of Manitoba,Université du Manitoba,Universidad de Manitoba,
2208,Université de Montréal,Q392189,Université de Montréal,ok,몬트리올 대학교,モントリオール大学,蒙特利尔大学,Universität Montreal,Université de Montréal,Universidad de Montreal,Đại học Montréal
2209,University of New Brunswick,Q1112515,University of New Brunswick,ok,뉴브런즈윅 대학교,ニュー・ブランズウィック大学,新不伦瑞克大学,University of New Brunswick,Université du Nouveau-Brunswick,Universidad de Nuevo Brunswick,
2213,University of Guelph,Q795988,University of Guelph,ok,궬프 대학교,ゲルフ大学,貴湖大學,University of Guelph,Université de Guelph,Universidad de Guelph,
2215,University of Ottawa,Q627969,University of Ottawa,ok,오타와 대학교,オタワ大学,渥太華大學,Universität Ottawa,Université d'Ottawa,Universidad de Ottawa,
2225,University of Saskatchewan,Q1514848,University of Saskatchewan,ok,서스캐처원 대학교,サスカチュワン大学,萨斯喀彻温大学,University of Saskatchewan,Université de la Saskatchewan,Universidad de Saskatchewan,
2226,Université de Sherbrooke,Q2579532,University of Sherbrooke,ok,,シャーブルック大学,雪布克大學,Université de Sherbrooke,Université de Sherbrooke,Université de Sherbrooke,
2233,University of Toronto,Q180865,University of Toronto,ok,토론토 대학교,トロント大学,多倫多大學,University of Toronto,Université de Toronto,Universidad de Toronto,Đại học Toronto
2235,University of Waterloo,Q1049470,University of Waterloo,ok,워털루 대학교,ウォータールー大学,滑鐵盧大學,University of Waterloo,Université de Waterloo,Universidad de Waterloo,Đại học Waterloo
2236,University of Windsor,Q2065769,University of Windsor,ok,윈저 대학교,ウィンザー大学,溫莎大學,University of Windsor,Université de Windsor,Universidad de Windsor,
2242,York University,Q967165,University of York,ok,요크 대학교,ヨーク大学,約克大學,University of York,Université d'York,Universidad de York,
2251,Pontificia Universidad Catolica de Chile,Q1129925,Pontifical Catholic University of Chile,ok,,チリ・カトリック大学,智利天主教大学,Päpstliche Katholische Universität von Chile,université pontificale catholique du Chili,Pontificia Universidad Católica de Chile,Đại học Công giáo Chile
2252,Universidad Austral de Chile,Q961982,Austral University of Chile,ok,,アウストラル・デ・チレ大学,智利奥斯特拉尔大学,Universidad Austral de Chile,Université australe du Chili,Universidad Austral de Chile,
2255,Universidad Adolfo Ibáñez,Q611995,Adolfo Ibáñez University,ok,,,,,Université Adolfo-Ibáñez,Universidad Adolfo Ibáñez,
2257,Universidad de Los Andes,Q1569421,University of the Andes,ok,,ロス・アンデス大学,安第斯大学,Universidad de los Andes,Université des Andes,Universidad de los Andes,
2260,Universidad del Bío-Bío,Q38779,University of the Bío-Bío,ok,비오비오 대학교,ビオ＝ビオ大学,比奥比奥大学,Universität Bío-Bío,Université du Bío-Bío,Universidad del Bío-Bío,Đại học Biobío
2261,Universidad Bernardo O'Higgins,Q6156370,Bernardo O'Higgins University,ok,,,,,Universidad Bernardo O'Higgins,Universidad Bernardo O'Higgins,
2265,Universidad de Chile,Q232141,University of Chile,ok,칠레 대학교,チリ大学,智利大学,Universidad de Chile,Université du Chili,Universidad de Chile,Đại học Chile
2301,Universidad de La Serena,Q3551327,University of La Serena,ok,,,拉塞雷纳大学,,Universidad de La Serena,Universidad de La Serena,
2305,Universidad de Talca,Q3551328,University of Talca,ok,,タルカ大学,,,Université de Talca,Universidad de Talca,
2318,Beijing Foreign Studies University,Q1144682,Beijing Foreign Studies University,ok,베이징 외국어대학,北京外国語大学,北京外国语大学,Pekinger Fremdsprachenuniversität,université des langues étrangères de Pékin,Universidad de Estudios Extranjeros de Pekín,Đại học Ngoại ngữ Bắc Kinh
2321,Beijing Institute of Technology,Q23101,Beijing Institute of Technology,ok,베이징 이공대학,北京理工大学,北京理工大学,Technische Universität Peking,Institut de technologie de Pékin,Instituto de Tecnología de Beijing,Học viện Công nghệ Bắc Kinh
2323,Beijing Jiaotong University,Q4587760,Beijing Jiaotong University,ok,,北京交通大学,北京交通大学,Beijing Jiaotong University,université Jiao Tong de Pékin,,
2331,Beijing Normal University,Q1604022,Beijing Normal University,ok,베이징 사범대학,北京師範大学,北京师范大学,Pädagogische Universität Peking,université normale de Pékin,Universidad Normal de Pekín,Đại học Sư phạm Bắc Kinh
2335,Beijing University of Posts and Telecommunications,Q4881210,Beijing University of Posts and Telecommunications,ok,,北京郵電大学,北京邮电大学,,,,
2338,China Agricultural University,Q257655,China Agricultural University,ok,,中国農業大学,中国农业大学,Landwirtschaftliche Universität Chinas,université agronomique de Chine,Universidad de Agricultura de China,
2359,Chongqing University,Q834857,Chongqing University,ok,충칭 대학,重慶大学,重庆大学,Chongqing-Universität,université de Chongqing,Universidad de Chongqing,
2367,Central South University,Q5061828,Central South University,ok,중난 대학,中南大学,中南大学,Central South University,,,
2380,China University of Political Science and Law,Q833961,China University of Political Science and Law,ok,중국정법대학,中国政法大学,中国政法大学,Chinesische Universität für Politikwissenschaft und Recht,université de Chine de sciences politiques et droit,,Đại học Khoa học Chính trị và Luật Trung Quốc
2387,Dalian University of Technology,Q1477368,Dalian University of Technology,ok,다롄 이공대학,大連理工大学,大连理工大学,Technische Universität Dalian,université de technologie de Dalian,Universidad Tecnológica de Dalian,
2390,East China Normal University,Q2034790,East China Normal University,ok,화동사범대학교,華東師範大学,华东师范大学,Pädagogische Universität Ostchinas,université normale de la Chine de l'Est,Universidad Normal del Este de China,Đại học Sư phạm Hoa Đông
2391,East China University of Science and Technology,Q2655352,East China University of Science and Technology,ok,,華東理工大学,华东理工大学,Technische Universität Ostchinas,université des sciences et technologies de la Chine de l'Est,,
2401,Fudan University,Q495015,Fudan University,ok,푸단 대학,復旦大学,复旦大学,Fudan-Universität,université Fudan,Universidad Fudan,Đại học Phục Đán
2443,Harbin Institute of Technology,Q632558,Harbin Institute of Technology,ok,하얼빈 공업대학,ハルビン工業大学,哈尔滨工业大学,Polytechnische Universität Harbin,Institut de technologie de Harbin,Instituto de Tecnología de Harbin,Đại học Công nghiệp Cáp Nhĩ Tân
2450,Harbin Engineering University,Q23102,Harbin Engineering University,ok,,ハルビン工程大学,哈尔滨工程大学,Harbin Engineering University,université d'Ingénierie d'Harbin,Universidad de Ingeniería de Harbin,Trường Đại học Kỹ thuật Cáp Nhĩ Tân
2458,Huazhong University of Science and Technology,Q1711196,Huazhong University of Science and Technology,ok,,華中科技大学,华中科技大学,Universität für Wissenschaft und Technik Zentralchina,université de science et de technologie de Huazhong,Universidad de Ciencia y Tecnología de Huazhong,Đại học Khoa học và Kỹ thuật Hoa Trung
2469,Jilin University,Q1432030,Jilin University,ok,지린 대학,吉林大学,吉林大学,Jilin-Universität,université de Jilin,Universidad Jilin,Đại học Cát Lâm
2489,Lanzhou University,Q4475799,Lanzhou University,ok,,蘭州大学,兰州大学,Lanzhou-Universität,université de Lanzhou,Universidad de Lanzhou,Đại học Lan Châu
2508,Nanjing University,Q683580,Nanjing University,ok,난징 대학,南京大学,南京大学,Universität Nanjing,université de Nankin,Universidad de Nankín,Đại học Nam Kinh
2511,Nanjing University of Science and Technology,Q3953805,Nanjing University of Science and Technology,ok,,南京理工大学,南京理工大学,,université de science et technologie de Nankin,,Đại học Khoa học và Công nghệ Nam Kinh
2517,Nanjing University of Aeronautics and Astronautics,Q23110,Nanjing University of Aeronautics and Astronautics,ok,,南京航空航天大学,南京航空航天大学,Universität für Aeronautik und Astronautik Nanjing,université d'aéronautique et d'astronautique de Nankin,Universidad de Aeronáutica y Astronáutica de Nankín,Đại học hàng không và du hành vũ trụ Nam Kinh
2527,Peking University,Q16952,Peking University,ok,베이징 대학,北京大学,北京大学,Universität Peking,université de Pékin,Universidad de Pekín,Đại học Bắc Kinh
2536,Renmin University of China,Q1074117,Renmin University of China,ok,중국인민대학,中国人民大学,中国人民大学,Renmin-Universität China,université Renmin de Chine,Universidad Renmin de China,Đại học Nhân dân Trung Quốc
2543,Sichuan University,Q2281517,Sichuan University,ok,쓰촨 대학,四川大学,四川大学,Sichuan-Universität,université du Sichuan,Universidad de Sichuan,Đại học Tứ Xuyên
2544,South China University of Technology,Q835366,South China University of Technology,ok,,華南理工大学,华南理工大学,,université de technologie du Sud de la Chine,,
2551,Shandong University,Q604470,Shandong University,ok,산둥 대학,山東大学,山东大学,Shandong-Universität,université du Shandong,Universidad de Shandong,
2560,Shanghai International Studies University,Q1455176,Shanghai International Studies University,ok,상하이 외국어대학,上海外国語大学,上海外国语大学,Fremdsprachenuniversität Shanghai,université des études internationales de Shanghai,Universidad de Estudios Internacionales de Shanghai (SISU),Đại học Ngoại ngữ Thượng Hải
2570,Shanghai University,Q1343386,Shanghai University,ok,상하이 대학,上海大学,上海大学,Shanghai-Universität,université de Shanghai,Universidad de Shanghái,
2572,Shanghai University of Finance and Economics,Q6129947,Shanghai University of Finance and Economics,ok,상하이 재경대학,上海財経大学,上海财经大学,,université de finance et d'économie de Shanghai,,Đại học Tài chính và Kinh tế Thượng Hải
2589,Southwest University,Q840443,Southwest University,ok,,西南大学,西南大学,Universität Südwestchinas,université du Sud-Ouest,Universidad Suroeste,Đại học Tây Nam
2604,Shenzhen University,Q1945756,Shenzhen University,ok,선전 대학교,深圳大学,深圳大学,Universität Shenzhen,université de Shenzhen,Universidad de Shenzhen,Đại học Thâm Quyến
2616,Tongji University,Q16947,Tongji University,ok,통지 대학,同済大学,同济大学,Tongji-Universität,université Tongji,Universidad de Tongji,Đại học Đồng Tế
2617,Tsinghua University,Q16955,Tsinghua University,ok,칭화 대학,清華大学,清华大学,Tsinghua-Universität,université Tsinghua,Universidad Tsinghua,Đại học Thanh Hoa
2621,University of Electronic Science and Technology of China,Q5971900,University of Electronic Science and Technology of China,ok,,電子科技大学,电子科技大学,,,,Đại học Khoa học và Công nghệ Điện tử Trung Quốc
2623,University of International Business and Economics,Q835779,University of International Business and Economics,ok,대외경제무역대학교,対外経済貿易大学,对外经济贸易大学,Universität für Außenwirtschaft und Handel,université de commerce international et d'économie,,
2628,University of Science and Technology Beijing,Q1510516,University of Science and Technology Beijing,ok,,北京科技大学,北京科技大学,Universität für Wissenschaft und Technik Peking,,,
2629,University of Science and Technology of China,Q1074103,University of Science and Technology of China,ok,중국과학기술대학,中国科学技術大学,中国科学技术大学,Chinesische Universität für Wissenschaft und Technik,université de sciences et technologie de Chine,Universidad de Ciencia y Tecnología de China,Đại học Khoa học và Công nghệ Trung Quốc
2636,Wuhan University,Q1108197,Wuhan University,ok,우한 대학,武漢大学,武汉大学,Wuhan-Universität,université de Wuhan,Universidad de Wuhan,Đại học Vũ Hán
2637,Wuhan University of Technology,Q832355,Wuhan University of Technology,ok,,武漢理工大学,武汉理工大学,,université de Technologie de Wuhan,,Đại học Công nghệ Vũ Hán
2660,Xiamen University,Q1153539,Xiamen University,ok,샤먼 대학,厦門大学,厦门大学,Xiamen-Universität,université de Xiamen,Universidad de Xiamen,
2687,Zhejiang University,Q197543,Zhejiang University,ok,저장 대학,浙江大学,浙江大学,Zhejiang-Universität,université du Zhejiang,Universidad Zhejiang,Đại học Chiết Giang
2705,Universidad EAFIT,Q3997314,EAFIT University,ok,,EAFIT大学,,,,Universidad EAFIT,
2718,Universidad ICESI,Q5969511,Universidad Icesi,ok,,,,,,Universidad Icesi,
2721,Pontificia Universidad Javeriana,Q1517478,Pontifical Xavierian University,check,,ハベリアナ大学,哈韋里亞納宗座大學,Päpstliche Universität Xaveriana,Université pontificale Javeriana,Pontificia Universidad Javeriana,
2722,Universidad de La Salle,Q3106542,La Salle University,ok,,ラサール大学,拉塞爾大學,La Salle University,Université La Salle,Universidad de La Salle,
2732,Universidad Católica de Colombia,Q4005879,Catholic University of Colombia,ok,,,,,,Universidad Católica de Colombia,
2737,Universidad Católica del Norte,Q3244385,Catholic University of the North,check,,北部カトリック大学,,Katholische Universität Nordchile,université catholique du Nord,Universidad Católica del Norte,
2742,Universidad de Medellín,Q6156785,University of Medellín,ok,,,,Universidad de Medellín,Université de Medellín,Universidad de Medellín,
2746,Universidad Externado de Colombia,Q7894273,Universidad Externado de Colombia,ok,,コロンビア・エクステルナド大学,,Universidad Externado de Colombia,Université externado de Colombie,Universidad Externado de Colombia,
2757,Universidad Nacional de Colombia,Q1150419,National University of Colombia,ok,콜롬비아 국립 대학교,コロンビア国立大学,哥倫比亞國立大學,Universidad Nacional de Colombia,Université nationale de Colombie,Universidad Nacional de Colombia,
2770,Universidad Metropolitana,Q7894286,Universidad Metropolitana,ok,,,,,université métropolitaine de Caracas,Universidad Metropolitana,
2772,Universidad del Norte,Q62163467,Universidad del Norte,ok,,,,,,Universidad del Norte,
2777,Universidad de La Sabana,Q7895617,University of La Sabana,ok,,ラサバナ大学,,,,Universidad de La Sabana,
2782,Universidad Pontificia Bolivariana,Q2038878,Pontifical Bolivarian University,check,,教皇ボリバル大学,玻利瓦爾宗座大學,Päpstliche Universität Bolivariana,Université pontificale bolivarienne,Universidad Pontificia Bolivariana,
2784,Universidad del Rosario,Q3997334,Our Lady of the Rosary University,check,,ロザリオ大学,罗萨里奥大学,,Université du Rosaire,Universidad del Rosario,
2793,Universidad Tecnológica de Pereira,Q2441962,Technological University of Pereira,ok,,ぺレイラ技術大学,,,université technologique de Pereira,Universidad Tecnológica de Pereira,
2842,University of Pula,Q633782,University of Pula,ok,풀라 유라이 도브리라 대학교,ユライ・ドブリラ大学プーラ,普拉大学,Juraj Dobrila Universität Pula,université Juraj Dobrila de Pula,Universidad Juraj Dobrila de Pula,Đại học Pula
2844,University of Split,Q609301,University of Split,ok,,スプリト大学,斯普利特大學,Universität Split,université de Split,University of Split,
2846,University of Zagreb,Q675848,University of Zagreb,ok,자그레브 대학교,ザグレブ大学,萨格勒布大学,Universität Zagreb,Université de Zagreb,Universidad de Zagreb,Đại học Zagreb
2859,Universidad de La Habana,Q837320,University of Havana,check,아바나 대학교,ハバナ大学,哈瓦那大学,Universität von Havanna,Université de La Havane,Universidad de La Habana,Đại học Havana
2883,Charles University Prague,,not_found,,,,,,,,
2890,Masaryk University,Q763586,Masaryk University,ok,마사리크 대학교,マサリク大学,马萨里克大学,Masaryk-Universität,université Masaryk,Universidad Masaryk,Đại học Masaryk
2891,University of Ostrava,Q1783294,University of Ostrava,ok,,オストラヴァ大学,奧斯特拉瓦大學,Universität Ostrava,université d'Ostrava,,
2898,University of Pardubice,Q728840,University of Pardubice,ok,,パルドゥビツェ大学,帕尔杜比采大学,Universität Pardubice,Université de Pardubice,,
2899,Palacký University Olomouc,Q1637611,Palacký University Olomouc,ok,,パラツキー大学オロモウツ,帕拉茨基大学,Palacký-Universität Olmütz,université Palacký,Universidad Palacký,
2900,Tomas Bata University in Zlin,Q1267725,Tomas Baťa University in Zlín,ok,,トーマスバタ大学,湯瑪斯巴塔大學,Tomáš-Baťa-Universität in Zlín,,,
2906,Technical University of Liberec,Q1291752,Technical University of Liberec,ok,,,利贝雷茨技术大学,Technische Universität Liberec,université technique de Liberec,,
2908,Brno University of Technology,Q1122171,Brno University of Technology,ok,브르노 공과대학교,ブルノ工科大学,布尔诺理工大学,Technische Universität Brünn,Université de technologie de Brno,Universidad Técnica de Brno,
2909,University of West Bohemia,Q1973888,University of West Bohemia,ok,,西ボヘミア大学,西波希米亚大学,Westböhmische Universität,université de Bohème de l'Ouest,Universidad de Bohemia Occidental,
2914,Aarhus University,Q924265,Aarhus University,ok,오르후스 대학교,オーフス大学,奥胡斯大学,Universität Aarhus,Université d'Aarhus,Universidad de Aarhus,Đại học Aarhus
2922,Technical University of Denmark,Q1269766,Technical University of Denmark,ok,덴마크 공과 대학,デンマーク工科大学,丹麦技术大学,Dänemarks Technische Universität,Université technique du Danemark,Universidad Técnica de Dinamarca,Đại học Kỹ thuật Đan Mạch
2932,University of Copenhagen,Q186285,University of Copenhagen,ok,코펜하겐 대학교,コペンハーゲン大学,哥本哈根大学,Universität Kopenhagen,Université de Copenhague,Universidad de Copenhague,Đại học Copenhagen
2989,Universidad Central del Ecuador,Q1643758,Central University of Ecuador,ok,,エクアドル中央大学,厄瓜多爾中央大學,Universidad Central del Ecuador,Université centrale de l'Équateur,Universidad Central del Ecuador,
2990,Universidad Católica de Santiago de Guayaquil,Q661971,Universidad Católica de Santiago de Guayaquil,ok,,サンティアーゴ・デ・グアヤキル・カトリック大学,,Universidad Católica Santiago de Guayaquil,Université catholique de Santiago de Guayaquil,Universidad Católica de Santiago de Guayaquil,
3025,Cairo University,Q194445,Cairo University,ok,카이로 대학교,カイロ大学,开罗大学,Universität Kairo,université du Caire,Universidad de El Cairo,Đại học Cairo
3031,German University in Cairo,Q691097,German University in Cairo,ok,,,开罗德语大学,German University in Cairo,université allemande du Caire,Universidad Alemana en El Cairo,
3032,Helwan University,Q10276202,Helwan University metro station,ok,,,,Helwan University,Université de Helwan,,
3035,Mansoura University,Q4116236,Mansoura University,ok,,マンスーラ大学,曼蘇拉大學,,université de Mansourah,,Đại học Mansoura
3051,Suez Canal University,Q1161619,Suez Canal University,ok,,スエズ運河大学,苏伊士运河大学,Sueskanal-Universität,université du canal de Suez,,
3053,Tanta University,Q2917699,Tanta University,ok,,,坦塔大学,,université de Tanta,,
3056,Zagazig University,Q1078474,Zagazig University,ok,자가지그 대학교,ザガジグ大学,扎加齐克大学,Universität Zagazig,université de Zagazig,Universidad de Zagazig,
3089,Tallinn University,Q1257946,Tallinn University,ok,탈린 대학,タリン大学,塔林大学,Universität Tallinn,Université de Tallinn,Universidad de Tallin,Đại học Tallinn
3091,University of Tartu,Q204181,University of Tartu,ok,타르투 대학교,タルトゥ大学,塔尔图大学,Universität Tartu,Université de Tartu,Universidad de Tartu,Đại học Tartu
3127,Abo Akademi University,Q917874,Åbo Akademi University,ok,오보 아카데미 대학교,オーボ・アカデミー大学,奥布学术大学,Åbo Akademi,Académie d'Åbo,Universidad Åbo Akademi,
3131,University of Helsinki,Q28695,University of Helsinki,ok,헬싱키 대학교,ヘルシンキ大学,赫尔辛基大学,Universität Helsinki,université d'Helsinki,Universidad de Helsinki,Đại học Helsinki
3159,Aalto University,Q300980,Aalto University,ok,알토 대학교,アールト大学,阿尔托大学,Aalto-Universität,université Aalto,Universidad Aalto,Đại học Aalto
3313,Université Paris-Sorbonne (Paris IV),,not_found,,,,,,,,
3317,École Polytechnique,Q273626,École polytechnique,ok,에콜 폴리테크니크,エコール・ポリテクニーク,巴黎综合理工学院,École polytechnique,École polytechnique,Escuela Politécnica,Trường Bách khoa Paris
3333,Université Grenoble Alpes,Q945876,Grenoble Alpes University,ok,그레노블대학교,グルノーブル大学,格勒諾布爾大學,Universität Grenoble,université Grenoble-Alpes,Universidad Grenoble Alpes,
3354,Université de Lorraine,Q4173330,University of Lorraine,ok,,ロレーヌ大学,洛林大学,Universität Lothringen,Université de Lorraine,Universidad de Lorena,Đại học Lorraine
3362,Université de Montpellier,Q776223,University of Montpellier,ok,몽펠리에 대학교,モンペリエ大学,蒙彼利埃大學,Universität Montpellier,université de Montpellier,Universidad de Montpellier,Fac Medecine
3376,Université de Poitiers,Q661056,University of Poitiers,ok,푸아티에 대학교,ポワティエ大学,普瓦捷大学,Universität Poitiers,université de Poitiers,Universidad de Poitiers,Đại học Poitiers
3412,Université de Strasbourg,Q157575,University of Strasbourg,ok,스트라스부르 대학교,ストラスブール大学,斯特拉斯堡大学,Universität Straßburg,université de Strasbourg,Universidad de Estrasburgo,Đại học Strasbourg
3562,Freie Universität Berlin,Q153006,Freie Universität Berlin,ok,베를린 자유 대학교,ベルリン自由大学,柏林自由大学,Freie Universität Berlin,université libre de Berlin,Universidad Libre de Berlín,Đại học Tự do Berlin
3590,Humboldt Universität Berlin,Q152087,Humboldt-Universität zu Berlin,ok,베를린 훔볼트 대학교,フンボルト大学ベルリン,柏林洪堡大學,Humboldt-Universität zu Berlin,université Humboldt de Berlin,Universidad Humboldt de Berlín,Đại học Humboldt Berlin
3634,Ruhr-Universität Bochum,Q309948,Ruhr University Bochum,ok,보훔 루르 대학교,ルール大学ボーフム,波鸿大学,Ruhr-Universität Bochum,université de la Ruhr à Bochum,Universidad del Ruhr de Bochum,
3653,Technische Universität Dresden,Q158158,TU Dresden,ok,드레스덴 공과대학교,ドレスデン工科大学,德累斯顿工业大学,Technische Universität Dresden,université de technologie de Dresde,Universidad Técnica de Dresde,Đại học Kỹ thuật Dresden
3657,Technische Universität München,Q157808,Technical University of Munich,check,뮌헨 공과대학교,ミュンヘン工科大学,慕尼黑工业大学,Technische Universität München,université de technologie de Munich,Universidad Técnica de Múnich,Đại học Kỹ thuật München
3663,Universität Bremen,Q500692,University of Bremen,ok,브레멘 대학교,ブレーメン大学,不来梅大学,Universität Bremen,université de Brême,Universidad de Bremen,
3668,Universität Duisburg-Essen,Q696757,University of Duisburg-Essen,ok,뒤스부르크-에센 대학교,デュースブルク＝エッセン大学,杜伊斯堡-埃森大学,Universität Duisburg-Essen,université de Duisbourg et Essen,Universidad de Duisburg-Essen,
3678,Universität Hamburg,Q156725,University of Hamburg,ok,함부르크 대학교,ハンブルク大学,汉堡大学,Universität Hamburg,université de Hambourg,Universidad de Hamburgo,Đại học Hamburg
3690,Universität Konstanz,Q835440,University of Konstanz,ok,콘스탄츠 대학교,コンスタンツ大学,康斯坦茨大学,Universität Konstanz,université de Constance,universidad de Constanza,
3695,Universität Mannheim,Q317070,University of Mannheim,ok,만하임 대학교,マンハイム大学,曼海姆大学,Universität Mannheim,université de Mannheim,Universidad de Mannheim,Đại học Tổng hợp Mannheim
3697,Ludwig-Maximilians-Universität München,Q55044,Ludwig-Maximilians-Universität München,ok,뮌헨 루트비히 막시밀리안 대학교,ルートヴィヒ・マクシミリアン大学ミュンヘン,慕尼黑大学,Ludwig-Maximilians-Universität München,Université Louis-et-Maximilien de Munich,Universidad de Múnich,Đại học Ludwig Maximilian München
3703,Universität Potsdam,Q153012,University of Potsdam,ok,포츠담 대학교,ポツダム大学,波茨坦大学,Universität Potsdam,université de Potsdam,Universidad de Potsdam,Đại học Potsdam
3704,Universität Regensburg,Q574571,University of Regensburg,ok,레겐스부르크 대학교,レーゲンスブルク大学,雷根斯堡大学,Universität Regensburg,université de Ratisbonne,Universidad de Ratisbona,
3705,Universität Rostock,Q159895,University of Rostock,ok,로스토크 대학교,ロストック大学,罗斯托克大学,Universität Rostock,université de Rostock,Universidad de Rostock,Đại học Rostock
3707,Universität Siegen,Q504723,University of Siegen,ok,,ジーゲン大学,锡根大学,Universität Siegen,université de Siegen,Universidad de Siegen,
3735,Lancaster University,Q262854,University of Lancaster,ok,랭커스터 대학,ランカスター大学,兰卡斯特大学,Lancaster University,Université de Lancastre,Universidad de Lancaster,
3756,Aristotle University of Thessaloniki,Q667568,Aristotle University of Thessaloniki,ok,테살로니키 아리스토텔레스 대학교,テッサロニキ・アリストテレス大学,塞薩洛尼基亞里士多德大學,Aristoteles-Universität Thessaloniki,Université Aristote de Thessalonique,Universidad Aristóteles de Salónica,
3763,National Technical University of Athens,Q1640726,National Technical University of Athens,ok,아테네 국립 공과대학교,アテネ工科大学,雅典国家技术大学,Nationale Technische Universität Athen,Université polytechnique nationale d'Athènes,Universidad Politécnica Nacional de Atenas,
3772,University of Crete,Q2302473,University of Crete,ok,크레타 대학교,クレタ大学,克里特大学,Universität Kreta,Université de Crète,Universidad de Creta,
3823,City University of Hong Kong,Q787360,City University of Hong Kong,ok,홍콩 시립 대학,香港城市大学,香港城市大學,City University of Hong Kong,université municipale de Hong Kong,Universidad de la ciudad de Hong Kong,Đại học Thành phố Hồng Kông
3824,The Chinese University of Hong Kong,Q15570,The Chinese University of Hong Kong,ok,홍콩 중문 대학,香港中文大学,香港中文大學,Chinesische Universität Hongkong,université chinoise de Hong Kong,Universidad China de Hong Kong,Đại học Trung văn Hồng Kông
3826,Hong Kong Baptist University,Q603686,Hong Kong Baptist University,ok,홍콩 침례 대학,香港浸会大学,香港浸會大學,Hong Kong Baptist University,université baptiste de Hong Kong,Hong Kong Baptist University,Đại học Baptist Hồng Kông
3828,The University of Hong Kong,Q15568,University of Hong Kong,ok,홍콩 대학,香港大学,香港大學,Universität Hongkong,université de Hong Kong,Universidad de Hong Kong,Đại học Hồng Kông
3831,The Hong Kong Polytechnic University,Q1187271,Hong Kong Polytechnic University,ok,홍콩 폴리테크닉 대학교,香港理工大学,香港理工大學,Polytechnische Universität Hongkong,université polytechnique de Hong Kong,Universidad Politécnica de Hong Kong,Đại học Bách khoa Hồng Kông
3832,The Hong Kong University of Science and Technology,Q1333303,Hong Kong University of Science and Technology,ok,홍콩 과학 기술 대학,香港科技大学,香港科技大學,Hong Kong University of Science and Technology,université des sciences et technologies de Hong Kong,Universidad de Ciencia y Tecnología de Hong Kong,
3840,Budapest University of Technology and Economics,Q1186843,Budapest University of Technology and Economics,ok,부다페스트 기술경제대학교,ブダペスト工科経済大学,布達佩斯科技經濟大學,Technische und Wirtschaftswissenschaftliche Universität Budapest,Université polytechnique et économique de Budapest,Universidad de Tecnología y Economía de Budapest,
3861,University of Pecs,Q1187444,University of Pécs,check,페치 대학교,ペーチ大学,佩奇大学,Universität Pécs,Université de Pécs,Universidad de Pécs,
3866,University of Debrecen,Q903092,University of Debrecen,ok,데브레첸 대학교,デブレツェン大学,德布勒森大学,Universität Debrecen,université de Debrecen,Universidad de Debrecen,
3870,University of Szeged,Q369839,University of Szeged,ok,,セゲド大学,匈牙利塞格德大學,Universität der Wissenschaften Szeged,université de Szeged,Universidad de Szeged,Đại học Szeged
3899,Anna University,Q165053,Anna University,ok,,アンナー大学,,Anna University,Anna University,Universidad Anna,
4014,Indian Institute of Science,Q948720,"Indian Institute of Science, Bengaluru",ok,인도 과학원,インド理科大学院,印度科學理工學院,Indian Institute of Science,Indian Institute of Science,Indian Institute of Science,
